49;0,728139904610493;0,675141242937853;0;0,05;0,05;0,106;Fixed Parallelogram
50;0,728139904610493;0,675141242937853;0;0,05;0,05;0,106;Fixed Parallelogram
51;0,728139904610493;0,675141242937853;0;0,05;0,05;0,106;Fixed Parallelogram
52;0,728139904610493;0,675141242937853;0;0,05;0,05;0,106;Fixed Parallelogram
53;0,728139904610493;0,675141242937853;0;0,05;0,05;0,106;Fixed Parallelogram
54;0,728139904610493;0,675141242937853;0;0,05;0,05;0,106;Fixed Parallelogram
54;0,728139904610493;0,675141242937853;0;0,05;0,05;0,106;Fixed Parallelogram
55;0,727406153549563;0,674706657799129;0;0,05;0,05;0,106;Fixed Parallelogram
56;0,726672389294045;0,674272064845531;0;0,05;0,05;0,106;Fixed Parallelogram
57;0,725938625038527;0,673837471891934;0;0,05;0,05;0,106;Fixed Parallelogram
58;0,725204860783009;0,673402878938336;0;0,05;0,05;0,106;Fixed Parallelogram
59;0,724471096527491;0,672968285984738;0;0,05;0,05;0,106;Fixed Parallelogram
60;0,723737332271973;0,67253369303114;0;0,05;0,05;0,106;Fixed Parallelogram
61;0,723003568016455;0,672099100077542;0;0,05;0,05;0,106;Fixed Parallelogram
62;0,722269803760937;0,671664507123945;0;0,05;0,05;0,106;Fixed Parallelogram
63;0,721536039505419;0,671229914170347;0;0,05;0,05;0,106;Fixed Parallelogram
64;0,720802275249901;0,670795321216749;0;0,05;0,05;0,106;Fixed Parallelogram
65;0,720068510994383;0,670360728263151;0;0,05;0,05;0,106;Fixed Parallelogram
66;0,719334746738864;0,669926135309553;0;0,05;0,05;0,106;Fixed Parallelogram
67;0,718600953895072;0,669491525423729;0;0,05;0,05;0,106;Fixed Parallelogram
68;0,718071033894563;0,668236084066593;0;0,05;0,05;0,106;Fixed Parallelogram
69;0,717541093246976;0,666980593794153;0;0,05;0,05;0,106;Fixed Parallelogram
70;0,717011152599388;0,665725103521714;0;0,05;0,05;0,106;Fixed Parallelogram
71;0,7164812119518;0,664469613249274;0;0,05;0,05;0,106;Fixed Parallelogram
72;0,715951271304212;0,663214122976835;0;0,05;0,05;0,106;Fixed Parallelogram
73;0,715421330656625;0,661958632704395;0;0,05;0,05;0,106;Fixed Parallelogram
74;0,714891390009037;0,660703142431956;0;0,05;0,05;0,106;Fixed Parallelogram
75;0,714361449361449;0,659447652159517;0;0,05;0,05;0,106;Fixed Parallelogram
76;0,713831508713862;0,658192161887077;0;0,05;0,05;0,106;Fixed Parallelogram
77;0,713301568066274;0,656936671614638;0;0,05;0,05;0,106;Fixed Parallelogram
78;0,712771627418686;0,655681181342198;0;0,05;0,05;0,106;Fixed Parallelogram
79;0,712241686771099;0,654425691069759;0;0,05;0,05;0,106;Fixed Parallelogram
80;0,711711746123511;0,653170200797319;0;0,05;0,05;0,106;Fixed Parallelogram
81;0,711181805475923;0,65191471052488;0;0,05;0,05;0,106;Fixed Parallelogram
82;0,710651864828335;0,650659220252441;0;0,05;0,05;0,106;Fixed Parallelogram
83;0,710121924180748;0,649403729980001;0;0,05;0,05;0,106;Fixed Parallelogram
84;0,70959198353316;0,648148239707562;0;0,05;0,05;0,106;Fixed Parallelogram
85;0,70906200317965;0,646892655367232;0;0,05;0,05;0,106;Fixed Parallelogram
86;0,70906200317965;0,646892655367232;0;0,05;0,05;0,106;Fixed Parallelogram
87;0,688484848484848;0,670258620689655;-5;0,08;0,05;0;Fixed Parallelogram
88;0,688080809291717;0,668582380502634;-5;0,08;0,05;0;Fixed Parallelogram
89;0,687676770098586;0,666906140315613;-5;0,08;0,05;0;Fixed Parallelogram
90;0,687272730905454;0,665229900128592;-5;0,08;0,05;0;Fixed Parallelogram
91;0,686868691712323;0,663553659941571;-5;0,08;0,05;0;Fixed Parallelogram
92;0,686464652519192;0,66187741975455;-5;0,08;0,05;0;Fixed Parallelogram
92;0,686060613326061;0,660201179567529;-5;0,08;0,05;0;Fixed Parallelogram
93;0,685656574132929;0,658524939380508;-5;0,08;0,05;0;Fixed Parallelogram
94;0,685252534939798;0,656848699193487;-5;0,08;0,05;0;Fixed Parallelogram
